Machine,WorkflowNum,Workflow,Task,Estimator,Feature,SizeInput,Predicted,Real,Deviation,TaskInputSize,WorkflowInputSize,rchar,wchar,PeakRSS,CPUAssigned,CPUUsed
n1,EAGER-0,eager,adapter_removal,Naive,Realtime,14754556884,803742.378385076,948548,0.15266029933638,14754557029,14754556884,7472160941,5707206890,124575744,8,181.1
n1,EAGER-0,eager,adapter_removal,Naive,Realtime,19132169434,1042209.22735044,1015839,0.0259590617710457,19132169579,19132169434,8648873879,6388203401,132730880,8,197.2
n1,EAGER-0,eager,adapter_removal,Naive,Realtime,19100037384,1040458.86031206,1003977,0.0363373466842987,19100037529,19100037384,8623852004,6379730238,122908672,8,199.8
n1,EAGER-0,eager,adapter_removal,Naive,Realtime,19075314980,1039112.12765507,1023123,0.0156277668032813,19075315125,19075314980,8652409002,6376816366,130191360,8,197.1
n1,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,8330435694,0,524893,1,8330435839,8330435694,4401868113,3300333837,198856704,8,184.7
n1,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,25705994498,0,1601835,1,25705994643,25705994498,13109383623,10005515383,203689984,8,183
n1,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,14754556884,0,948548,1,14754557029,14754556884,7472160941,5707206890,124575744,8,181.1
n1,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,19132169434,0,1015839,1,19132169579,19132169434,8648873879,6388203401,132730880,8,197.2
n1,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,19100037384,0,1003977,1,19100037529,19100037384,8623852004,6379730238,122908672,8,199.8
n1,EAGER-0,eager,adapter_removal,Lotaru-A,Realtime,19075314980,0,1023123,1,19075315125,19075314980,8652409002,6376816366,130191360,8,197.1
n1,EAGER-0,eager,adapter_removal,Perfect,Realtime,8330435694,524893,524893,0,8330435839,8330435694,4401868113,3300333837,198856704,8,184.7
n1,EAGER-0,eager,adapter_removal,Perfect,Realtime,25705994498,1601835,1601835,0,25705994643,25705994498,13109383623,10005515383,203689984,8,183
n1,EAGER-0,eager,adapter_removal,Perfect,Realtime,14754556884,948548,948548,0,14754557029,14754556884,7472160941,5707206890,124575744,8,181.1
n1,EAGER-0,eager,adapter_removal,Perfect,Realtime,19132169434,1015839,1015839,0,19132169579,19132169434,8648873879,6388203401,132730880,8,197.2
n1,EAGER-0,eager,adapter_removal,Perfect,Realtime,19100037384,1003977,1003977,0,19100037529,19100037384,8623852004,6379730238,122908672,8,199.8
n1,EAGER-0,eager,adapter_removal,Perfect,Realtime,19075314980,1023123,1023123,0,19075315125,19075314980,8652409002,6376816366,130191360,8,197.1
n1,EAGER-0,eager,preseq,Lotaru-G,Realtime,8330435694,0,20679,1,123354145,8330435694,123404150,52069,7741440,1,93.6
n1,EAGER-0,eager,preseq,Lotaru-G,Realtime,25705994498,0,62079,1,339125013,25705994498,339175043,169921,7680000,1,95.6
n1,EAGER-0,eager,preseq,Lotaru-G,Realtime,19075314980,0,38342,1,218609464,19075314980,218659516,101853,7671808,1,95.1
n1,EAGER-0,eager,preseq,Lotaru-G,Realtime,19100037384,0,38190,1,218591310,19100037384,218641361,102044,7651328,1,95
n1,EAGER-0,eager,preseq,Lotaru-G,Realtime,19132169434,0,36932,1,218931021,19132169434,218981073,102301,7528448,1,94.2
n1,EAGER-0,eager,preseq,Lotaru-G,Realtime,14754556884,0,33445,1,204048248,14754556884,204098301,93954,7327744,1,93.3
n1,EAGER-0,eager,preseq,OnlineP,Realtime,8330435694,14220.355524319,20679,0.312328665587361,123354145,8330435694,123404150,52069,7741440,1,93.6
n1,EAGER-0,eager,preseq,OnlineP,Realtime,25705994498,39094.578070719,62079,0.370244719297685,339125013,25705994498,339175043,169921,7680000,1,95.6
n1,EAGER-0,eager,preseq,OnlineP,Realtime,19075314980,25201.4579571753,38342,0.342719264587781,218609464,19075314980,218659516,101853,7671808,1,95.1
n1,EAGER-0,eager,preseq,OnlineP,Realtime,19100037384,25199.3651508558,38190,0.340158021711028,218591310,19100037384,218641361,102044,7651328,1,95
n1,EAGER-0,eager,preseq,OnlineP,Realtime,19132169434,25238.527281934,36932,0.316621702536175,218931021,19132169434,218981073,102301,7528448,1,94.2
n1,EAGER-0,eager,preseq,OnlineP,Realtime,14754556884,23522.8303894807,33445,0.29667123966271,204048248,14754556884,204098301,93954,7327744,1,93.3
n1,EAGER-0,eager,preseq,OnlineM,Realtime,8330435694,14220.355524319,20679,0.312328665587361,123354145,8330435694,123404150,52069,7741440,1,93.6
n1,EAGER-0,eager,preseq,OnlineM,Realtime,25705994498,39094.578070719,62079,0.370244719297685,339125013,25705994498,339175043,169921,7680000,1,95.6
n1,EAGER-0,eager,preseq,OnlineM,Realtime,19075314980,25201.4579571753,38342,0.342719264587781,218609464,19075314980,218659516,101853,7671808,1,95.1
n1,EAGER-0,eager,preseq,OnlineM,Realtime,19100037384,25199.3651508558,38190,0.340158021711028,218591310,19100037384,218641361,102044,7651328,1,95
n1,EAGER-0,eager,preseq,OnlineM,Realtime,19132169434,25238.527281934,36932,0.316621702536175,218931021,19132169434,218981073,102301,7528448,1,94.2
n1,EAGER-0,eager,preseq,OnlineM,Realtime,14754556884,23522.8303894807,33445,0.29667123966271,204048248,14754556884,204098301,93954,7327744,1,93.3
n1,EAGER-0,eager,preseq,Naive,Realtime,8330435694,14012.3417949491,20679,0.322387842983261,123354145,8330435694,123404150,52069,7741440,1,93.6
n1,EAGER-0,eager,preseq,Naive,Realtime,25705994498,38522.7070673026,62079,0.379456707303555,339125013,25705994498,339175043,169921,7680000,1,95.6
n1,EAGER-0,eager,preseq,Naive,Realtime,19075314980,24832.8139210776,38342,0.352333891787658,218609464,19075314980,218659516,101853,7671808,1,95.1
n1,EAGER-0,eager,preseq,Naive,Realtime,19100037384,24830.7517280889,38190,0.349810114477902,218591310,19100037384,218641361,102044,7651328,1,95
n1,EAGER-0,eager,preseq,Naive,Realtime,19132169434,24869.341000006,36932,0.326618081880049,218931021,19132169434,218981073,102301,7528448,1,94.2
n1,EAGER-0,eager,preseq,Naive,Realtime,14754556884,23178.7411248852,33445,0.306959452088947,204048248,14754556884,204098301,93954,7327744,1,93.3
n1,EAGER-0,eager,preseq,Lotaru-A,Realtime,8330435694,0,20679,1,123354145,8330435694,123404150,52069,7741440,1,93.6
n1,EAGER-0,eager,preseq,Lotaru-A,Realtime,25705994498,0,62079,1,339125013,25705994498,339175043,169921,7680000,1,95.6
n1,EAGER-0,eager,preseq,Lotaru-A,Realtime,19075314980,0,38342,1,218609464,19075314980,218659516,101853,7671808,1,95.1
n1,EAGER-0,eager,preseq,Lotaru-A,Realtime,19100037384,0,38190,1,218591310,19100037384,218641361,102044,7651328,1,95
n1,EAGER-0,eager,preseq,Lotaru-A,Realtime,19132169434,0,36932,1,218931021,19132169434,218981073,102301,7528448,1,94.2
n1,EAGER-0,eager,preseq,Lotaru-A,Realtime,14754556884,0,33445,1,204048248,14754556884,204098301,93954,7327744,1,93.3
n1,EAGER-0,eager,preseq,Perfect,Realtime,8330435694,20679,20679,0,123354145,8330435694,123404150,52069,7741440,1,93.6
n1,EAGER-0,eager,preseq,Perfect,Realtime,25705994498,62079,62079,0,339125013,25705994498,339175043,169921,7680000,1,95.6
